:ID,:LABEL,label,codeSystem,hasCode
CS:r-t-ng-n-th-i-gian-t-m-thu-c-a-th-t-tr-i,ClinicalSign,Rút ngắn thời gian tâm thu của thất trái,,
CS:t2-t-ch-i-ngh-ch,ClinicalSign,T2 tách đôi nghịch,,
CS:van-ng-m-ch-ch-ng-tr,ClinicalSign,Van động mạch chủ đóng trễ,,
CS:ho-t-ho-i-n-th-t-tr-i-mu-n,ClinicalSign,Hoạt hoá điện thất trái muộn,,
D:block-nh-nh-tr-i-ho-n-to-n,Disease,Block nhánh trái hoàn toàn,,
D:ngo-i-t-m-thu-th-t-ph-i,Disease,Ngoại tâm thu thất phải,,
PR:t-o-nh-p-th-t-ph-i,Procedure,Tạo nhịp thất phải,,
CS:k-o-d-i-th-i-gian-t-m-thu-c-a-th-t-tr-i,ClinicalSign,Kéo dài thời gian tâm thu của thất trái,,
D:b-nh-c-tim-do-cao-huy-t-p,Disease,Bệnh cơ tim do cao huyết áp,,
D:b-nh-tim-do-x-c-ng-ng-m-ch,Disease,Bệnh tim do xơ cứng động mạch,,
CS:gi-m-kh-ng-l-c-c-a-h-ch,ClinicalSign,Giảm kháng lực của hệ chủ,,
D:d-n-ng-m-ch-ch,Disease,Dãn động mạch chủ,,
CS:van-ng-m-ch-ph-i-ng-s-m,ClinicalSign,Van động mạch phổi đóng sớm,,
CS:ho-t-ho-i-n-th-t-ph-i-s-m,ClinicalSign,Hoạt hoá điện thất phải sớm,,
D:h-i-ch-ng-wolff-parkinson-white-type-b,Disease,hội chứng Wolff-Parkinson-White (type B),,
CS:t3,ClinicalSign,T3,,
CS:t4,ClinicalSign,T4,,
D:ph-i-th-t-tr-i,Disease,Phì đại thất trái,,
D:d-n-th-n-ng-m-ch-ph-i-nguy-n-ph-t,Disease,Dãn thân động mạch phổi nguyên phát,,
D:h-p-tr-n-van-ng-m-ch-ph-i,Disease,Hẹp trên van động mạch phổi,,
D:b-nh-l-van-ng-m-ch-ch,Disease,bệnh lý van động mạch chủ,,
D:h-p-eo-ng-m-ch,Disease,hẹp eo động mạch,,
D:t-c-ngh-n-van-ng-m-ch-ch,Disease,Tắc nghẽn van động mạch chủ,,
AS:ng-m-ch-ch-2-l-van,AnatomicalSite,Động mạch chủ 2 lá van,,
AS:b-tr-i-x-ng-c,AnatomicalSite,Bờ trái xương ức,,
DR:thu-c-d-n-m-ch,Drug,thuốc dãn mạch,,
DR:amyl-nitrite,Drug,amyl nitrite,,
DR:thu-c-g-y-co-m-ch,Drug,thuốc gây co mạch,,
DR:phenylephrine,Drug,phenylephrine,,
CS:ti-ng,ClinicalSign,Tiếng,,
CS:ti-ng-g-u-t-m-tr-ng,ClinicalSign,Tiếng gõ đầu tâm trương,,
D:h-van-2-l-n-ng,Disease,hở van 2 lá nặng,,
CS:ti-ng-u-t-m-tr-ng,ClinicalSign,Tiếng đầu tâm trương,,
D:u-nh-y-nh,Disease,u nhầy nhĩ,,
D:h-p-tr-n-d-i-van,Disease,Hẹp trên - dưới van,,
D:x-van-ng-m-ch-ch,Disease,Xơ van động mạch chủ,,
D:vi-m-ng-m-ch-ch,Disease,Viêm động mạch chủ,,
D:d-n-ng-m-ch-ph-i,Disease,Dãn động mạch phổi,,
D:h-ng-m-ch-ph-i,Disease,Hở động mạch phổi,,
D:h-p-nh-nh-ng-m-ch-ph-i,Disease,Hẹp nhánh động mạch phổi,,
AS:kho-ng-gian-s-n-ii-ph-i,AnatomicalSite,Khoảng gian sườn II phải,,
D:x-c-ng-van-ng-m-ch-ch,Disease,Xơ cứng van động mạch chủ,,
CS:m-th-i,ClinicalSign,Âm thổi,,
AS:y-tim,AnatomicalSite,Đáy tim,,
D:h-p-van-ng-m-ch-ph-i-pulmonic-stenosis,Disease,Hẹp van động mạch phổi (pulmonic stenosis),,
D:t-ch-ng-fallot-tetralogy-of-fallot,Disease,Tứ chứng Fallot (Tetralogy of Fallot),,
AS:kho-ng-gian-s-n-iv,AnatomicalSite,Khoảng gian sườn IV,,
AS:kho-ng-gian-s-n-v,AnatomicalSite,Khoảng gian sườn V,,
AS:kho-ng-gian-s-n-ii-tr-i,AnatomicalSite,Khoảng gian sườn II trái,,
D:b-nh-tim-do-thi-u-m-u,Disease,Bệnh tim do thiếu máu,,
D:d-ch-ph,Disease,Dò chủ phế,,
D:h-p-ng-m-ch,Disease,hẹp động mạch,,
AS:ng-m-ch,AnatomicalSite,động mạch,,
AS:m-ch-m-u-ph-i,AnatomicalSite,mạch máu phổi,,
D:h-p-b-m-sinh-ng-m-ch-ph-i,Disease,hẹp bẩm sinh động mạch phổi,,
D:thuy-n-t-c-m-ch-m-u-ph-i,Disease,thuyên tắc mạch máu phổi,,
D:h-van-ng-m-ch-ch-m-n-t-nh-m-c-trung-b-nh,Disease,Hở van động mạch chủ mãn tính mức độ trung bình,,
D:h-van-ng-m-ch-ch-m-n-t-nh-m-c-n-ng,Disease,Hở van động mạch chủ mãn tính mức độ nặng,,
D:h-van-ng-m-ch-ch-m-n-t-nh-n-ng,Disease,hở van động mạch chủ mãn tính nặng,,
D:h-van-ng-m-ch-ch-m-n-t-nh-n-ng,Disease,Hở van động mạch chủ mạn tính nặng,,
AS:h-p-van-2-l,AnatomicalSite,hẹp van 2 lá,,
CS:m-th-i-cu-i-t-m-tr-ng,ClinicalSign,Âm thổi cuối tâm trương,,
CS:m-th-i-cu-i-t-m-tr-ng,ClinicalSign,âm thổi cuối tâm trương,,
CS:m-th-i-austin-flint,ClinicalSign,âm thổi Austin Flint,,
CS:m-th-i,ClinicalSign,âm thổi,,
D:th-ng-n-i-ng-m-ch-ch-ng-m-ch-ph-i,Disease,Thông nối động mạch chủ - động mạch phổi,,
D:d-ng-t-nh-m-ch-ph-i,Disease,Dò động tĩnh mạch phổi,,
D:h-p-eo-ng-m-ch-ch-n-ng,Disease,Hẹp eo động mạch chủ nặng,,
CS:m-th-i-v,ClinicalSign,Âm thổi ở vú,,
D:tu-n-ho-n-b-ng-h-ch-ph-i,Disease,Tuần hoàn bàng hệ chủ-phổi,,
D:b-nh-tim-b-m-sinh-t-m,Disease,Bệnh tim bẩm sinh tím,,
D:fallot,Disease,Fallot,,
CS:m-th-i-t-nh-m-ch,ClinicalSign,âm thổi tĩnh mạch,,
CS:m-th-i-tim,ClinicalSign,âm thổi ở tim,,
IM:si-u-m-tim-2d-v-doppler,ImagingModality,siêu âm tim 2D và Doppler,,
IF:i-n-t-m-b-t-th-ng,ImagingFinding,điện tâm đồ bất thường,,
D:h-van-2-l-u-ni-m,Disease,Hở van 2 lá u niêm,,
CS:venous-hum,ClinicalSign,Venous hum,,
CS:ti-ng-tim,ClinicalSign,tiếng tim,,
CS:m-th-i-t-m-tr-ng,ClinicalSign,âm thổi tâm trương,,
DR:amyl-nitrite,Drug,Amyl nitrite,,
D:huy-t-p-th-p,Disease,huyết áp thấp,,
DR:methoxamine,Drug,Methoxamine,,
DR:phenylephrine,Drug,Phenylephrine,,
D:b-nh-c-tim-ph,Disease,Bệnh cơ tim phì,,
SV:severity-nh-n-trung-b-nh,Severity,Severity: nhẹ đến trung bình,,
AS:heart,AnatomicalSite,Heart,,
D:right-ventricular-infarction,Disease,right ventricular infarction,,
D:cardiac-tamponade,Disease,cardiac tamponade,,
D:aortic-valve-prolapse,Disease,aortic valve prolapse,,
CS:pulsus-paradoxus,ClinicalSign,Pulsus paradoxus,,
D:acute-severe-asthma,Disease,acute severe asthma,,
CS:chest-deformities,ClinicalSign,Chest deformities,,
D:congenital-heart,Disease,congenital heart,,
D:congenital-heart-disease,Disease,congenital heart disease,,
D:pectus-excavatum,Disease,pectus excavatum,,
D:pectus-deformities,Disease,pectus deformities,,
D:pectus-carinatum,Disease,pectus carinatum,,
D:acute-aortic-regurgitation,Disease,acute aortic regurgitation,,
D:infective-endocarditis,Disease,infective endocarditis,,
D:mitral-valve-prolapse,Disease,Mitral valve prolapse,,
D:floppy-mitral-valve,Disease,Floppy mitral valve,,
D:mitral-valve-regurgitation,Disease,Mitral Valve Regurgitation,,
D:tricuspid-stenosis,Disease,tricuspid stenosis,,
AS:mitral-valve-closure,AnatomicalSite,Mitral valve closure,,
CS:cardiac-murmurs,ClinicalSign,cardiac murmurs,,
CS:tri-u-ch-ng-cung-l-ng-tim-th-p,ClinicalSign,Triệu chứng cung lượng tim thấp,,
CS:tri-u-ch-ng-sung-huy-t-ph-i-v-m-ch-h-th-ng,ClinicalSign,Triệu chứng sung huyết (phổi và mạch hệ thống),,
AS:t-m-tr-ng,AnatomicalSite,tâm trương,,
PR:ph-u-thu-t-tim-b-m-sinh,Procedure,phẫu thuật tim bẩm sinh,,
PR:ph-u-thu-t-b-nh-mv,Procedure,phẫu thuật bệnh ĐMV,,
D:suy-tim-c-hai-ph-a,Disease,Suy tim cả hai phía,,
CS:tri-u-ch-ng-suy-tim,ClinicalSign,Triệu chứng suy tim,,
CS:tay-ch-n-l-nh,ClinicalSign,Tay chân lạnh,,
D:gi-m-t-i-m-u-ngo-i-vi,Disease,Giảm tưới máu ngoại vi,,
IF:sung-huy-t-m-ch-h-th-ng,ImagingFinding,Sung huyết mạch hệ thống,,
CS:kh-th-ph-i-ng-i,ClinicalSign,Khó thở phải ngồi,,
IF:sung-huy-t-gan,ImagingFinding,Sung huyết gan,,
D:b-nh-tim-do-cao-huy-t-p,Disease,Bệnh tim do cao huyết áp,,
D:r-i-lo-n-ch-c-n-ng-t-m-tr-ng,Disease,Rối loạn chức năng tâm trương,,
D:r-i-lo-n-ch-c-n-ng-t-m-thu,Disease,Rối loạn chức năng tâm thu,,
RF:v-c-n,RiskFactor,Vô căn,,
RF:thi-u-ch-t-dinh-d-ng,RiskFactor,Thiếu chất dinh dưỡng,,
RF:nhi-m-tr-ng,RiskFactor,Nhiễm trùng,,
RF:b-nh-n-i-ti-t,RiskFactor,Bệnh nội tiết,,
D:acromegaly,Disease,Acromegaly,,
D:nh-p-nhanh-k-ch-ph-t-tr-n-th-t,Disease,Nhịp nhanh kịch phát trên thất,,
D:b-nh-c-tim-chu-sinh,Disease,Bệnh cơ tim chu sinh,,
D:h-i-ch-ng-ng-ng-ng-th-sleep-apnea-syndrome,Disease,Hội chứng ngủ ngưng thở (sleep apnea syndrome),,
D:suy-tim-cung-l-ng-cao,Disease,Suy tim cung lượng cao,,
RF:thi-u-m-u-m-n,RiskFactor,Thiếu máu mạn,,
D:lu-ng-th-ng-ng-m-ch-t-nh-m-ch,Disease,Luồng thông động mạch tĩnh mạch,,
RF:c-ng-gi-p,RiskFactor,Cường giáp,,
TR:i-u-tr-suy-tim,Treatment,điều trị suy tim,,
CS:y-u,ClinicalSign,yếu,,
D:gi-m-t-i-m-u-ngo-i-vi,Disease,giảm tưới máu ngoại vi,,
CS:tay-ch-n-l-nh,ClinicalSign,tay chân lạnh,,
D:gi-m-t-i-m-u-th-n,Disease,giảm tưới máu thận,,
CS:l-ng-n-c-ti-u-gi-m,ClinicalSign,lượng nước tiểu giảm,,
CS:l,ClinicalSign,lừ đừ,,
CS:kh-th-g-ng-s-c,ClinicalSign,khó thở gắng sức,,
D:sung-huy-t-gan,Disease,Sung huyết gan,,
D:suy-ch-c-n-ng-t-m-thu,Disease,Suy chức năng tâm thu,,
D:suy-ch-c-n-ng-t-m-tr-ng,Disease,Suy chức năng tâm trương,,
D:x-h-a-d-i-n-i-m-c-tim,Disease,Xơ hóa dưới nội mạc tim,,
D:suy-ch-c-n-ng-t-m-thu,Disease,suy chức năng tâm thu,,
CS:cung-l-ng-tim-th-p,ClinicalSign,cung lượng tim thấp,,
D:suy-ch-c-n-ng-t-m-tr-ng,Disease,suy chức năng tâm trương,,
CS:sung-huy-t-t-nh-m-ch-h-th-ng,ClinicalSign,sung huyết tĩnh mạch hệ thống,,
CS:tr-kh-ng-ch-u-b,ClinicalSign,trẻ không chịu bú,,
CS:kh-ng-l-n-c-n,ClinicalSign,không lên cân,,
CS:to-t-nhi-u-m-h-i,ClinicalSign,toát nhiều mồ hôi,,
AS:ph-qu-n-ph-i-tr-i,AnatomicalSite,phế quản phổi trái,,
CS:gan-l-n,ClinicalSign,gan lớn,,
G:hi-p-h-i-tim-m-ch-newyork,Guideline,Hiệp hội tim mạch NewYork,,
SV:nyha,Severity,NYHA,,
LT:t-ng-ph-n-t-ch-n-c-ti-u-m-u,LabTest,Tổng phân tích nước tiểu máu,,
LT:ng-m-u,LabTest,Đường máu,,
LT:cholesterol-to-n-ph-n,LabTest,Cholesterol toàn phần,,
LT:triglyceride-m-u,LabTest,Triglyceride máu,,
PR:si-u-m-tim-dobutamine,Procedure,Siêu âm tim Dobutamine,,
PR:ch-p-ng-m-ch-v-nh,Procedure,Chụp động mạch vành,,
TR:i-u-tr-b-o-ph,Treatment,Điều trị béo phì,,
DR:thu-c-t-ng-co-b-p,Drug,thuốc tăng co bóp,,
DR:ch-t-gi-ng-giao-c-m,Drug,chất giống giao cảm,,
PR:m-y-t-o-nh-p,Procedure,Máy tạo nhịp,,
TR:ch-n-t-mu-i-natri,Treatment,chế độ ăn ít muối natri,,
PR:ch-c-d-n-l-u-m-ng-ph-i,Procedure,Chọc dẫn lưu màng phổi,,
PR:d-n-l-u-c-tr-ng,Procedure,Dẫn lưu cổ trướng,,
PR:th-m-ph-n,Procedure,Thẩm phân,,
PR:l-c-th-n,Procedure,Lọc thận,,
PR:si-u-l-c,Procedure,Siêu lọc,,
DR:thu-c-ch-ng-vitamin-k,Drug,Thuốc chống vitamin K,,
DR:dicoumarol,Drug,Dicoumarol,,
D:natri-m-u-th-p,Disease,Natri máu thấp,,
SV:giai-o-n-n-ng,Severity,Giai đoạn nặng,,
D:suy,Disease,Suy,,
DR:l-i-ti-u-thiazide,Drug,lợi tiểu thiazide,,
DR:l-i-ti-u-quai,Drug,lợi tiểu quai,,
DR:l-i-ti-u-gi-kali,Drug,lợi tiểu giữ kali,,
DR:triamt-r-ne,Drug,triamtérène,,
DR:amiloride,Drug,amiloride,,
M:pstm,Measurement,PSTM,,
DR:thiazides,Drug,Thiazides,,
AS:ng-l-n-xa,AnatomicalSite,Ống lượn xa,,
DR:m-tolazone,Drug,Métolazone,,
AS:ng-l-n-g-n,AnatomicalSite,Ống lượn gần,,
AS:quai-henl,AnatomicalSite,Quai Henlé,,
DR:triamt-r-ne,Drug,Triamtérène,,
DR:cholestyramine,Drug,cholestyramine,,
DR:kaolin-pectin,Drug,kaolin pectin,,
DR:aluminum-hydroxide,Drug,Aluminum hydroxide,,
D:ng-c-digitalis,Disease,ngộ độc Digitalis,,
PR:s-c-i-n,Procedure,sốc điện,,
D:bl-c-nh-th-t-2,Disease,blốc nhĩ thất độ 2,,
CS:i,ClinicalSign,ói,,
CS:o-gi-c-th-n-kinh,ClinicalSign,ảo giác thần kinh,,
CS:o-gi-c-th-gi-c,ClinicalSign,ảo giác thị giác,,
TR:b-i-ho-n-kali,Treatment,bồi hoàn kali,,
TR:b-i-ho-n-magnesium,Treatment,bồi hoàn magnesium,,
DR:ouabain,Drug,Ouabain,,
DR:thu-c-ch-ng-co-th-t-m-ch-m-u,Drug,Thuốc chống co thắt mạch máu,,
DR:thu-c-d-n-ng-m-ch,Drug,Thuốc dãn động mạch,,
DR:thu-c-d-n-t-nh-m-ch,Drug,Thuốc dãn tĩnh mạch,,
DR:nytroglycerin,Drug,Nytroglycerin,,
D:c-n-au-th-t-ng-c-kh-ng-n-nh,Disease,Cơn đau thắt ngực không ổn định,,
D:thi-u-m-u-c-tim-c-c-b,Disease,thiếu máu cơ tim cục bộ,,
CS:thay-i-tri-gi-c,ClinicalSign,thay đổi tri giác,,
D:h-p-ng-m-ch-th-n-hai-b-n,Disease,Hẹp động mạch thận hai bên,,
CS:ph-d-ng,ClinicalSign,Phù dị ứng,,
LT:ph-n-t-ch-n-c-ti-u,LabTest,phân tích nước tiểu,,
LT:m-b-ch-c-u,LabTest,đếm bạch cầu,,
D:suy-tim-nh-n-v-a,Disease,suy tim nhẹ đến vừa,,
DR:accupril,Drug,Accupril,,
DR:thu-c-ch-n-th-th-angiotensin-ii,Drug,Thuốc chẹn thụ thể Angiotensin II,,
AS:th-ng-th-n,AnatomicalSite,Thượng thận,,
DR:ibesartan,Drug,Ibesartan,,
DR:eprosartan,Drug,Eprosartan,,
DR:ch-n-th-th-angiotensin-ii,Drug,Chẹn thụ thể Angiotensin II,,
DR:molsidomine,Drug,Molsidomine,,
DR:nitric-oxide,Drug,Nitric oxide,,
DR:hydralazine,Drug,hydralazine,,
DR:dopamine,Drug,Dopamine,,
CS:i-m-a,ClinicalSign,ói mữa,,
DR:ibopamine,Drug,Ibopamine,,
DR:xamoterol,Drug,Xamoterol,,
DR:flosequinan,Drug,Flosequinan,,
DR:amrinone,Drug,Amrinone,,
D:lo-n-nh-p-nh,Disease,loạn nhịp nhĩ,,
D:lo-n-nh-p-th-t,Disease,loạn nhịp thất,,
DR:thu-c-ch-n-b-ta,Drug,Thuốc chẹn bêta,,
SV:suy-tim-iv,Severity,Suy tim độ IV,,
SV:suy-tim-iii,Severity,Suy tim độ III,,
D:qu-t-i-d-ch,Disease,quá tải dịch,,
D:sung-huy-t-ph-i,Disease,sung huyết phổi,,
D:suy-tim-t-m-tr-ng,Disease,suy tim tâm trương,,
IM:phim,ImagingModality,phim,,
CS:kh-th-khi-n-m,ClinicalSign,Khó thở khi nằm,,
AS:m-m-tim-l-ch-qua-tr-i,AnatomicalSite,Mỏm tim lệch qua trái,,
CS:ti-ng-t3,ClinicalSign,Tiếng T3,,
CS:ti-ng-t4,ClinicalSign,Tiếng T4,,
AS:gan-to,AnatomicalSite,Gan to,,
D:t-ng-p-m-ch-ph-i,Disease,Tăng áp mạch phổi,,
M:p-l-c-m-ch-m-u-ph-i,Measurement,Áp lực mạch máu phổi,,
M:th-t-ch-th-t-tr-i,Measurement,Thể tích thất trái,,
D:ph-i-th-t,Disease,Phì đại thất,,
D:h-huy-t-p,Disease,Hạ huyết áp,,
AS:mao-m-ch-ph-i,AnatomicalSite,mao mạch phổi,,
CS:m-u,ClinicalSign,ứ máu,,
CS:t-ng-p-m-ch-m-u-ph-i,ClinicalSign,tăng áp mạch máu phổi,,
M:th-i-gian-t-m-tr-ng,Measurement,thời gian tâm trương,,
DR:thu-c-kh-ng-vitamin-k,Drug,Thuốc kháng Vitamin K,,
PR:ph-rung,Procedure,Phá rung,,
PR:m-nong-van,Procedure,Mổ nong van,,
D:h-p-kh-t-van-2-l,Disease,Hẹp khít van 2 lá,,
M:cung-l-ng-tim,Measurement,cung lượng tim,,
D:d-n-bu-ng-tim-tr-i,Disease,dãn buồng tim trái,,
DR:d-n-m-ch,Drug,dãn mạch,,
PR:thay-van-mc,Procedure,thay van ĐMC,,
DR:d-n-m-ch,Drug,Dãn mạch,,
M:ph-n-su-t-t-ng-m-u,Measurement,phân suất tống máu,,
D:b-nh-ch-t-t-o-keo,Disease,Bệnh chất tạo keo,,
CS:c-n-au-th-t-ng-c,ClinicalSign,Cơn đau thắt ngực,,
CS:t-t,ClinicalSign,Đột tử,,
CS:suy-ch-c-n-ng-t-m-tr-ng-th-t-tr-i,ClinicalSign,Suy chức năng tâm trương thất trái,,
DR:c-ch-b-ta,Drug,ức chế bêta,,
CS:t-ng-th-d-n-t-m-tr-ng,ClinicalSign,tăng thư dãn tâm trương,,
D:bl-c-nh-th-t-3,Disease,blốc nhĩ thất độ 3,,
PR:t-m-y-t-o-nh-p,Procedure,đặt máy tạo nhịp,,
PR:c-t-b-t-c-v-ng-v-ch-li-n-th-t-myomectomy,Procedure,cắt bớt cơ vùng vách liên thất (myomectomy),,
PR:thay-van-2-l-b-ng-van-nh-n-t-o,Procedure,thay van 2 lá bằng van nhân tạo,,
CS:kh-th-t-ng-t,ClinicalSign,khó thở đột ngột,,
D:s-c-tim,Disease,sốc tim,,
D:ph-ph-i-c-p-do-tim,Disease,phù phổi cấp do tim,,
D:t-m-t-b-c-p-c-a-suy-tim,Disease,đợt mất bù cấp của suy tim,,
LT:ch-t-i-n-gi-i,LabTest,Chất điện giải,,
LT:men-tim,LabTest,Men tim,,
D:ph-ph-i-c-p-kh-ng-tr,Disease,Phù phổi cấp kháng trị,,
DR:morphine-sulfate,Drug,Morphine Sulfate,,
DR:r-ipa,Drug,r - IPA,,
M:n-ng-lactate-m-u,Measurement,Nồng độ lactate máu,,
IM:si-u-m-tim-2d-v-doppler-m-u,ImagingModality,Siêu âm tim 2D và Doppler mầu,,
PR:t-ng-catheter-ng-m-ch,Procedure,Đặt ống (catheter) động mạch,,
M:nh-l-ng-d-ch-xu-t-nh-p,Measurement,Định lượng dịch xuất nhập,,
PR:ch-p-mv,Procedure,Chụp ĐMV,,
TR:oxy-qua-ng-m-i,Treatment,Oxy qua đường mũi,,
IF:sung-huy-t-ph-i,ImagingFinding,sung huyết phổi,,
DR:nacl-9,Drug,NaCl 9%,,
PR:t-b-ng-y-ng-c-n-i-ng-m-ch-ch,Procedure,đặt bóng đẩy ngược nội động mạch chủ,,
DR:ttm-norepinephrine,Drug,TTM Norepinephrine,,
CS:s-c-tim,ClinicalSign,Sốc tim,,
D:bi-n-ch-ng-c-h-c,Disease,Biến chứng cơ học,,
PR:ph-u-thu-t-b-c-c-u-ng-m-ch-v-nh,Procedure,Phẫu thuật bắc cầu động mạch vành,,
PR:m-b-c-c-u,Procedure,Mổ bắc cầu,,
PR:m-tim,Procedure,Mổ tim,,
PR:t-i-l-u-th-ng-kh-ng-ph-u-thu-t,Procedure,Tái lưu thông không phẫu thuật,,
PR:nong-mv,Procedure,Nong ĐMV,,
D:b-nh-mv-ph-c-t-p,Disease,Bệnh ĐMV phức tạp,,
D:h-van-dmc,Disease,Hở van DMC,,
AS:ng-m-ch-i,AnatomicalSite,Động mạch đùi,,
PR:t-t-ng-m-ch-i,Procedure,Đặt từ động mạch đùi,,
D:t-i-ph-nh-mc-b-ng,Disease,Túi phình ĐMC bụng,,
D:b-nh-ng-m-ch-i,Disease,Bệnh động mạch đùi,,
PR:t-qua-da,Procedure,Đặt qua da,,
D:qu-t-i-kh-i-l-ng-d-ch,Disease,Quá tải khối lượng dịch,,
D:t-ng-ur-m-u,Disease,Tăng urê máu,,
G:h-ng-d-n-ch-n-o-n-suy-tim,Guideline,Hướng dẫn chẩn đoán suy tim,,
TR:pharmacological-methods,Treatment,Pharmacological Methods,,
D:congestive-heart-failure,Disease,Congestive Heart Failure,,
D:lv-dysfunction,Disease,LV dysfunction,,
D:acute-infarction,Disease,Acute Infarction,,
D:severe-chronic-heart-failure,Disease,severe chronic heart failure,,
DR:milrinone,Drug,milrinone,,
D:cardiomyopathy,Disease,cardiomyopathy,,
AS:n-t-xoang,AnatomicalSite,Nút xoang,,
AS:n-t-nh-th-t,AnatomicalSite,Nút nhĩ thất,,
AS:b-his,AnatomicalSite,Bó His,,
D:bl-c-ph-n-nh-nh,Disease,Blốc phân nhánh,,
AS:n-t-xoang-nh,AnatomicalSite,nút xoang nhĩ,,
D:nhanh-xoang,Disease,nhanh xoang,,
D:lo-n-nh-p-xoang,Disease,Loạn nhịp xoang,,
D:ngo-i-t-m-thu-xoang,Disease,Ngoại tâm thu xoang,,
D:ngo-i-t-m-thu-b-n-i,Disease,Ngoại tâm thu bộ nối,,
D:ngo-i-t-m-thu-nh,Disease,Ngoại tâm thu nhĩ,,
D:nhanh-nh,Disease,Nhanh nhĩ,,
D:nhanh-th-t,Disease,Nhanh thất,,
D:ch-m-xoang,Disease,chậm xoang,,
D:bl-c,Disease,Blốc,,
D:x-ho,Disease,xơ hoá,,
D:ngo-i-t-m-thu,Disease,ngoại tâm thu,,
D:nhanh-k-ch-ph-t,Disease,nhanh kịch phát,,
D:d-n-truy-n-n,Disease,Dẫn truyền ẩn,,
D:bl-c-c-n-ng,Disease,Blốc cơ năng,,
D:bl-c-xoang-nh,Disease,Blốc xoang nhĩ,,
D:bl-c-nh-th-t,Disease,Blốc nhĩ - thất,,
D:nh-p-b-n-i,Disease,Nhịp bộ nối,,
D:h-i-ch-ng-suy-n-t-xoang,Disease,Hội chứng suy nút xoang,,
D:bl-c-nh-th-t,Disease,Blốc nhĩ thất,,
D:ngo-i-t-m-thu-nh,Disease,ngoại tâm thu nhĩ,,
D:nhanh-nh,Disease,nhanh nhĩ,,
AS:t-m-nh,AnatomicalSite,tâm nhĩ,,
D:ngo-i-t-m-thu-th-t,Disease,ngoại tâm thu thất,,
DR:thu-c-t,Drug,thuốc tê,,
DR:ch-n-k-nh-calci,Drug,chặn kênh calci,,
DR:adenosin,Drug,adenosin,,
D:x-ho-c-tim,Disease,xơ hoá cơ tim,,
D:nhanh-k-ch-ph-t-tr-n-th-t,Disease,nhanh kịch phát trên thất,,
D:nhanh-k-ch-ph-t-th-t,Disease,nhanh kịch phát thất,,
D:nhanh-k-ch-ph-t-nh,Disease,nhanh kịch phát nhĩ,,
D:nhanh-th-t,Disease,nhanh thất,,
D:r-i-lo-n-d-n-truy-n-nh-th-t,Disease,Rối loạn dẫn truyền nhĩ – thất,,
D:bl-c-nh-th-t-i,Disease,Blốc nhĩ – thất độ I,,
D:bl-c-nh-th-t-ii,Disease,Blốc nhĩ – thất độ II,,
D:bl-c-nh-th-t-iii,Disease,Blốc nhĩ-thất độ III,,
D:r-i-lo-n-d-n-truy-n-n-i-t-i-th-t,Disease,Rối loạn dẫn truyền nội tại ở thất,,
D:rung-nh-nh-p-th-t-ch-m,Disease,Rung nhĩ nhịp thất chậm,,
D:h-i-ch-ng-xoang-c-nh-carotid-sinus-syndrome,Disease,Hội chứng xoang cảnh (carotid sinus syndrome),,
CS:ng-t-do-b-c-ch-tim-m-ch-qua-trung-gian-th-n-kinh,ClinicalSign,Ngất do bị ức chế tim mạch qua trung gian thần kinh,,
D:r-i-lo-n-nh-p-ch-m-sau-t-nh-tr-ng-m-tim,Disease,Rối loạn nhịp chậm sau tình trạng mổ tim,,
D:suy-tim-m-n-c-r-i-lo-n-d-n-truy-n-n-i-th-t,Disease,Suy tim mãn có rối loạn dẫn truyền nội thất,,
PR:t-m-y-t-o-nh-p-t-m-th-i,Procedure,đặt máy tạo nhịp tạm thời,,
PR:m-y-chuy-n-nh-p-ph-rung-tim-t-ng-c-y-v-o-c-th-automatic-implantable,Procedure,máy chuyển nhịp/phá rung tim tự động cấy vào cơ thể (Automatic implantable,,
PR:m-y-chuy-n-nh-p-ph-rung-tim-t-ng-c-y-v-o-c-th-automatic-implantable-cardioverter-defibrillator-aicd,Procedure,máy chuyển nhịp/phá rung tim tự động cấy vào cơ thể (Automatic implantable cardioverter-defibrillator (AICD)),,
CS:tri-u-ch-ng-m-y-t-o-nh-p,ClinicalSign,Triệu chứng máy tạo nhịp,,
D:r-i-lo-n-d-n-truy-n,Disease,rối loạn dẫn truyền,,
D:nh-p-nhanh,Disease,nhịp nhanh,,
TR:i-u-tr-v-i-m-y-t-o-nh-p,Treatment,điều trị với máy tạo nhịp,,
CS:cho-ng-v-ng,ClinicalSign,choáng váng,,
D:r-i-lo-n-nh-p-ch-m,Disease,rối loạn nhịp chậm,,
D:b-nh-ng-t-th,Disease,bệnh ngạt thở,,
D:r-i-lo-n-d-n-truy-n-nh-th-t-cao,Disease,rối loạn dẫn truyền nhĩ-thất độ cao,,
D:v-t-m-thu,Disease,vô tâm thu,,
D:r-i-lo-n-nh-p-nhanh,Disease,rối loạn nhịp nhanh,,
PR:t-m-y-t-o-nh-p-v-nh-vi-n,Procedure,Đặt máy tạo nhịp vĩnh viễn,,
D:suy-gi-m-tu-n-ho-n-n-o,Disease,Suy giảm tuần hoàn não,,
CS:lo-n-tr,ClinicalSign,Loạn trí,,
CS:thi-u-t-p-trung,ClinicalSign,Thiếu tập trung,,
CS:ch-ng-m-t,ClinicalSign,Chóng mệt,,
